,product_name,package_size,suppression_used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-medicaid Amount Reimbursed
3176,TEGRETOL S,166,0,105900.0,89.0,37419.31,34592.72,2826.59
3177,TEGRETOL T,10,0,39879.0,184.0,100402.18,100169.45,232.73000000000002
3178,TEGRETOL X,30,0,39828.0,294.0,130488.76,121782.75,8706.01
3179,TELMISARTA,3555,0,749993.0,12816.0,433211.12,430373.54,2837.58
3180,TEMAZEPAM,772,0,529542.0,17046.0,273256.69,271959.62,1297.07
3181,TEMOZOLOMI,1412,0,10552.0,726.0,277643.37,276850.16000000003,793.21
3182,TENOFOV DI,2,0,16745.0,392.0,13392.630000000001,13346.09,46.54
3183,TENOFOVIR,152,0,212599.0,4298.0,156930.18,156114.83000000002,815.35
3184,TEPEZZA,60,0,1042.7,317.0,15927002.68,15927002.68,0.0
3185,TERAZOSIN,193,0,801497.0,11147.0,238965.29,236887.97000000003,2077.3199999999997
3186,TERBINAF T,8,0,96399.0,2341.0,46687.05,46587.369999999995,99.68
3187,TERBINAFIN,243,0,1527967.1,36597.0,662051.57,658093.4199999999,3958.1499999999996
3188,TERBUTALIN,48,0,2444.0,797.0,13405.02,9009.26,4395.76
3189,TERCONAZOL,306,0,270871.391,7714.0,308308.67000000004,303148.32,5160.35
3190,TERIFLUNOM,156,0,5165.0,143.0,31576.28,31576.28,0.0
3191,TERIPARATI,178,0,567.9200000000001,195.0,564457.47,554118.61,10338.86
3192,TESTERONE,4,0,48205.0,375.0,61653.71000000001,61286.28,367.43
3193,TESTIM  TM,5,0,3000.0,16.0,11460.73,9764.8,1695.93
3194,TESTOS GEL,10,0,18127.5,183.0,39006.45,38919.28,87.17
3195,TESTOSTERO,2338,0,1073370.4849999999,31800.0,2199279.95,2150764.2600000002,48515.69
3196,TETRABENAZ,362,0,40659.0,572.0,149238.01,147872.73,1365.28
3197,TETRACAINE,61,0,1183.0,1068.0,13082.630000000001,9260.73,3821.9
3198,TETRACYCLI,139,0,204866.0,3897.0,231990.52999999997,229778.97,2211.56
3199,TETRAHYDRO,188,0,751.0,50.0,598.67,598.67,0.0
3200,TEXACORT,2,0,1560.0,28.0,10964.36,10873.369999999999,90.99
3201,TEZSPIRE,5,0,1856.083,962.0,3691607.59,3668800.99,22806.6
3202,THALITONE,90,0,6776.0,148.0,26747.199999999997,26470.910000000003,276.29
3203,THALLOUS C,24,0,41.0,11.0,1129.9,1129.9,0.0
3204,THEO-24 10,20,0,6557.0,103.0,21121.309999999998,20534.41,586.9000000000001
3205,THEO-24 20,20,0,4579.0,85.0,21296.84,21296.84,0.0
3206,THEO-24 30,20,0,4199.0,91.0,24153.63,24153.63,0.0
3207,THEO-24 40,20,0,1667.0,37.0,13425.970000000001,13425.970000000001,0.0
3208,THEOPHLLIN,2,0,3598.0,83.0,3163.54,3163.54,0.0
3209,THEOPHYLLI,229,0,72850.0,909.0,123292.97,122462.71,830.26
3210,THIAMINE H,350,0,6190.639999999999,2076.0,162091.71,130946.15,31145.559999999998
3211,THIOGUANIN,50,0,1330.0,58.0,311198.16000000003,303854.31,7343.85
3212,THIOLA EC,181,0,8550.0,73.0,592510.28,592510.28,0.0
3213,THIORIDAZI,8,0,45661.0,458.0,37421.64,36001.69,1419.95
3214,THIOTHIXEN,66,0,39972.0,538.0,86088.03,84075.54000000001,2012.49
3215,THRIVITE R,180,0,5730.0,67.0,3282.38,3282.38,0.0
3216,THROMBATE,124,0,121000.0,181.0,372363.19,372363.19,0.0
3217,THROMBIN 5,10,0,73.0,51.0,61763.530000000006,3688.8599999999997,58074.67
3218,THYQUIDITY,4,0,16517.0,83.0,20621.949999999997,20621.949999999997,0.0
3219,THYROGEN 0,8,0,134.0,103.0,240065.90000000002,223704.06,16361.84
3220,TIADYLT ER,160,0,17134.0,319.0,10982.04,10855.24,126.8
3221,TIAGABINE,431,0,41084.0,774.0,227162.38,222020.64,5141.74
3222,TIBSOVO 25,120,0,1946.0,35.0,1037136.9299999999,1037136.9299999999,0.0
3223,TICE BCG,8,0,440.36,418.0,67256.03,58280.81,8975.22
3224,TICE BCG 5,1,0,9.84,11.0,2326.29,2133.49,192.8
3225,TIGECYCLIN,68,0,113.0,15.0,14728.23,14728.23,0.0
3226,TILIA FE T,6,0,18078.298,244.0,23614.6,23614.6,0.0
3227,TIMOLOL GE,20,0,2980.0,524.0,92648.77,90639.01000000001,2009.76
3228,TIMOLOL MA,660,0,98040.0,11869.0,382810.22,381525.55,1284.67
3229,TIMOLOL OP,79,0,45924.0,5509.0,113933.44,113776.9,156.54000000000002
3230,TIMOPTIC 0,25,0,234.0,13.0,6891.62,6891.62,0.0
3231,TINIDAZOLE,27,0,8436.454000000002,990.0,33328.0,32704.600000000002,623.4
3232,TIROSINT 1,56,0,52904.0,1040.0,237463.15,233737.74,3725.41
3233,TIROSINT 2,16,0,13966.0,278.0,63126.14,60028.41,3097.7300000000005
3234,TIROSINT 5,8,0,12871.0,256.0,57695.03,57296.81,398.21999999999997
3235,TIROSINT 7,8,0,12080.0,233.0,54020.33,52457.119999999995,1563.21
3236,TIROSINT 8,8,0,7773.0,149.0,34778.07,34528.47,249.60000000000002
3237,TIROSINT-S,10,0,1020.0,23.0,4788.3,4788.3,0.0
3238,TIVDAK 40M,1,0,34.575,11.0,215770.92,215770.92,0.0
3239,TIVICAY PD,74,0,4755.0,36.0,34032.15,34032.15,0.0
3240,TIVICAY TA,52,0,260217.0,7166.0,17903986.58,17599351.43,304635.15
3241,TIZANIDINE,1580,0,4866283.9,70268.0,992568.6900000001,987768.59,4800.1
3242,TLANDO ORA,40,0,8100.0,70.0,51079.399999999994,51079.399999999994,0.0
3243,TM-TOLNAFT,3,0,3540.0,118.0,48142.4,48142.4,0.0
3244,TNKASE 50M,47,0,9.32,17.0,34744.02,34744.02,0.0
3245,TOBI PODHA,48,0,28896.0,135.0,1547955.9,1513826.48,34129.42
3246,TOBRADEX O,2,0,4869.5,1351.0,360857.32,353111.28,7746.04
3247,TOBRADEX S,10,0,1335.0,257.0,64160.2,62930.66,1229.54
3248,TOBRAMYC I,3,0,4620.0,18.0,9299.14,9299.14,0.0
3249,TOBRAMYCIN,1586,0,401546.981,26722.0,1630684.63,1599077.76,31606.869999999995
3250,TOBREX OIN,37,0,834.0,226.0,58676.57,58301.240000000005,375.33
3251,TOLNAFTATE,150,0,28100.18,691.0,9658.86,9658.86,0.0
3252,TOLTERODIN,2004,0,536980.0,10249.0,403373.08,402372.3,1000.78
3253,TOPAMAX 25,260,0,27658.0,108.0,193698.06,169100.89,24597.17
3254,TOPAMAX TA,390,0,30905.0,262.0,524382.14,484274.91000000003,40107.23
3255,TOPIRAMATE,3413,0,9539093.28,112007.0,4087744.91,3999003.94,88740.97
3256,TOPOTECAN,68,0,247.325,91.0,13855.650000000001,12465.130000000001,1390.52
3257,TOPROL-XL,2,0,970.0,11.0,1034.76,959.76,75.0
3258,TOREMIFENE,6,0,1230.0,29.0,44148.71,44148.71,0.0
3259,TORSEMIDE,54,0,368740.0,4041.0,78467.84999999999,77811.37,656.48
3260,TOSYMRA NA,122,0,59.400000000000006,95.0,64009.84,62914.05,1095.79
3261,TOUJEO MAX,8,0,30905.5,2837.0,2705782.67,2612200.1399999997,93582.53
3262,TOUJEO SOL,12,0,24092.0,3425.0,2119387.63,2047469.87,71917.76000000001
3263,TOVIAZ  FE,120,0,3991.0,109.0,49296.55,49296.55,0.0
3264,TRACLEER,56,0,748.0,11.0,148537.52,148537.52,0.0
3265,TRACLEER 3,112,0,4615.0,92.0,929600.65,856763.21,72837.44
3266,TRADJENTA,541,0,755676.0,15606.0,12768759.57,12635789.24,132970.33000000002
3267,TRAIM ACET,2,0,45638.0,1409.0,21924.27,21800.4,123.87
3268,TRAIMCINOL,6,0,493955.0,11423.0,202440.84999999998,201689.91,750.94
3269,TRALEMENTT,50,0,18643.893,3830.0,2273057.13,2273057.13,0.0
3270,TRAMADOL 1,2,0,47394.0,713.0,69285.6,67985.39,1300.21
3271,TRAMADOL 5,244,0,1120.0,95.0,404.01,404.01,0.0
3272,TRAMADOL H,1264,0,6061463.0,127337.0,1673407.32,1655029.03,18378.29
3273,TRAMADOL T,41,0,91784.0,1910.0,26600.91,26588.37,12.54
3274,TRANDOLAPR,1,0,810.0,13.0,341.42,341.42,0.0
3275,TRANEXAMIC,376,0,206611.0,6135.0,576562.3200000001,364044.15,212518.17
3276,TRANSDERM,17,0,566.0,91.0,12252.78,12049.98,202.8
3277,TRANYLCYPR,24,0,22254.0,134.0,19117.9,18817.44,300.46
3278,TRAVATAN Z,130,0,1195.0,305.0,104762.32,103318.76999999999,1443.55
3279,TRAVOPROST,519,0,7032.5,1720.0,181330.47999999998,179993.12,1337.3600000000001
3280,TRAZIMERA,6,0,846.9190000000001,703.0,1502497.13,1400216.05,102281.08
3281,TRAZODONE,744,0,17512768.816,361936.0,5255228.9399999995,5234137.54,21091.4
3282,TREANDA 10,20,0,59.75,36.0,78267.59,78267.59,0.0
3283,TRELEGY EL,136,0,1756625.0,26177.0,18218421.939999998,17739412.35,479009.58999999997
3284,TRELSTAR 1,1,0,18.332,21.0,17464.31,17464.31,0.0
3285,TRELSTAR 3,4,0,156.0,144.0,88303.02,88303.02,0.0
3286,TREMFYA  G,2,0,494.0,470.0,6387916.8100000005,6387916.8100000005,0.0
3287,TREMFYA 1X,22,0,1528.0,1437.0,18990568.86,18512170.259999998,478398.6
3288,TREPROSTIN,574,0,24280.0,125.0,1534975.02,1534975.02,0.0
3289,TRESIBA FL,86,0,226947.05,14144.0,9844837.64,9483826.18,361011.45999999996
3290,TRESIBA VI,22,0,6070.0,366.0,202215.91,187704.87,14511.04
3291,TRETINION,90,0,89640.0,1965.0,245268.39,240120.06,5148.33
3292,TRETINOIN,2883,0,4358540.0,111352.0,9324028.010000002,9168273.54,155754.47
3293,TREXALL TA,9,0,5964.0,538.0,201766.88,195452.41999999998,6314.46
3294,TRI ESTARY,168,0,7337.358,144.0,1890.48,1890.48,0.0
3295,TRI FEMYNO,6,0,1780.282,31.0,451.06,451.06,0.0
3296,TRI LEGEST,140,0,38955.615999999995,510.0,51833.07,51662.14,170.93
3297,TRI SPRINT,116,0,738169.544,10195.0,188216.48,188061.3,155.18
3298,TRI-BUFFER,118,0,7895.0,165.0,1783.8500000000001,1783.8500000000001,0.0
3299,TRI-ESTARY,170,0,195673.24,2945.0,52876.770000000004,52854.1,22.67
3300,TRI-LINYAH,8,0,63685.776,1055.0,16691.47,16674.97,16.5
3301,TRI-LO SPR,180,0,303962.498,4407.0,84089.08,83897.14,191.94
3302,TRI-LO-EST,170,0,303856.952,4586.0,84349.03,84255.23999999999,93.78999999999999
3303,TRI-LO-MAR,146,0,13438.068,203.0,3967.1899999999996,3967.1899999999996,0.0
3304,TRI-NYMYO,12,0,3540.376,71.0,861.45,861.45,0.0
3305,TRI-VI-FLO,100,0,106120.0,2029.0,754477.46,751884.9299999999,2592.5299999999997
3306,TRI-VITE/F,200,0,190930.0,3661.0,81764.41,81668.15,96.25999999999999
3307,TRI-VYLIBR,124,0,226116.814,866.0,103949.67000000001,100392.24,3557.4300000000003
3308,TRIAH/HTZ,10,0,19580.0,380.0,5447.05,5447.05,0.0
3309,TRIAM/HCTZ,22,0,65195.0,1118.0,21154.25,21131.829999999998,22.42
3310,TRIAM/HTZ,14,0,16564.0,355.0,5557.66,5554.76,2.9
3311,TRIAMC AC,8,0,1861.25,2194.0,34297.57,18089.809999999998,16207.76
3312,TRIAMCIN A,142,0,739172.6499999999,9001.0,167509.21000000002,162004.08000000002,5505.13
3313,TRIAMCINAL,160,0,89705.0,1080.0,18494.03,18489.6,4.43
3314,TRIAMCINOL,5548,0,19398173.714,275829.0,5171822.9399999995,4967866.9399999995,203956.0
3315,TRIAMETERE,12,0,368709.0,5599.0,77552.08,77433.28,118.8
3316,TRIAMTEREN,82,0,317167.0,5826.0,221896.64,219141.28999999998,2755.35
3317,TRIAMTERIN,22,0,168020.0,2794.0,50420.75,50267.130000000005,153.62
3318,TRIAZ 0.25,58,0,1443.0,49.0,1891.36,1891.36,0.0
3319,TRIAZOLAM,144,0,39412.0,1412.0,53449.29,53261.520000000004,187.76999999999998
3320,TRICITRATE,32,0,111454.0,105.0,5835.04,5835.04,0.0
3321,TRIENTINE,1,0,1350.0,13.0,11894.6,11894.6,0.0
3322,TRIESENCE,4,0,147.975,187.0,18048.85,11213.54,6835.31
3323,TRIFLUOPER,15,0,31647.0,494.0,37828.54,37546.770000000004,281.77
3324,TRIFLURIDI,150,0,2257.5,293.0,48059.75,47517.45,542.3000000000001
3325,TRIHEXYPHE,370,0,1176359.0,7017.0,162631.69,161262.0,1369.69
3326,TRIJARDY X,730,0,59414.0,873.0,758710.8,745049.1400000001,13661.66
3327,TRIKAFTA,7,0,166600.0,2200.0,55580249.910000004,52057195.16,3523054.75
3328,TRILEPTAL,124,0,191871.0,417.0,592054.04,549416.02,42638.020000000004
3329,TRIMETHOPR,114,0,566143.0,55431.0,842398.5800000001,836710.55,5688.030000000001
3330,TRINATAL R,10,0,1149.0,22.0,475.55,475.55,0.0
3331,TRINTELLIX,240,0,608125.0,16894.0,9204527.08,8736133.88,468393.2
3332,TRIPHRO CA,2,0,4420.0,90.0,1887.6799999999998,1887.6799999999998,0.0
3333,TRIPLE ANT,1054,0,159201.62,5513.0,71282.62,70247.12,1035.5
3334,TRIPLE MOI,4,0,36660.221000000005,1148.0,16492.91,16492.91,0.0
3335,TRIPLE-A O,62,0,58518.35,1846.0,23411.85,23411.84,0.01
3336,TRIPTODUR,40,0,45.0,40.0,736761.71,720207.0700000001,16554.64
3337,TRISTART D,60,0,7940.0,135.0,67667.97,67563.44,104.53
3338,TRIUMEQ 50,26,0,256716.0,6516.0,29234697.8,28172999.61,1061698.19
3339,TRIUMEQ PD,37,0,1980.0,12.0,23051.05,23051.05,0.0
3340,TRIVORA TA,12,0,28677.922,419.0,13710.33,13710.33,0.0
3341,TRI_LO_MIL,170,0,529003.804,7928.0,142501.62,142448.43,53.19
3342,TRODELVY,4,0,1354.884,337.0,3428390.5,2913838.94,514551.56000000006
3343,TROGARZO,4,0,223.44,33.0,239195.64,239195.64,0.0
3344,TROKENDI X,243,0,40884.0,857.0,1315831.07,1265469.0499999998,50362.020000000004
3345,TROPHAMINE,20,0,7495256.199999999,3212.0,1697030.58,1695774.44,1256.1399999999999
3346,TROPICAMID,25,0,1279.0,102.0,2561.06,1814.31,746.75
3347,TROSPIUM,28,0,86968.0,942.0,39958.66,38416.619999999995,1542.04
3348,TROSPIUM C,352,0,68659.0,1172.0,121675.78,120024.5,1651.28
3349,TROSPIUM U,6,0,29497.0,336.0,13248.95,13095.150000000001,153.8
3350,TRUDHESA,8,0,332.0,38.0,74541.3,74541.3,0.0
3351,TRULANCE 3,120,0,137316.0,3517.0,2382349.16,2345149.33,37199.83
3352,TRULICITY,1284,0,303419.5,118614.0,135952798.68,134015887.17,1936911.51
3353,TRUVADA,2,0,71030.0,1763.0,4236144.1,4222186.87,13957.23
3354,TRUXIMA  R,240,0,34106.0,596.0,2365373.08,2002790.19,362582.89
3355,TUDORZA PR,200,0,694.5899999999999,865.0,562362.94,562362.94,0.0
3356,TUKYSA 150,24,0,21540.0,180.0,4187210.4099999997,4071990.3,115220.11
3357,TURALIO 12,40,0,3974.0,44.0,724544.74,702728.29,21816.45
3358,TURALIO 20,20,0,1020.0,14.0,185994.9,185994.9,0.0
3359,TUSNEL DIA,12,0,128679.0,594.0,8460.93,8458.81,2.12
3360,TUSNEL EX,8,0,26072.0,124.0,1418.97,1418.97,0.0
3361,TUSSIN CF,86,0,40055.0,253.0,3936.8,3936.8,0.0
3362,TUSSIN DM,788,0,500512.0,2554.0,38911.59,38911.59,0.0
3363,TUSSIN GUA,52,0,11073.0,48.0,744.94,744.94,0.0
3364,TUSSIN MAX,26,0,2056.0,12.0,182.66,182.66,0.0
3365,TWIRLA,6,0,7476.531999999999,1244.0,471044.51,470307.74,736.77
3366,TYBLUME TA,2,0,2436.0,51.0,2069.17,2069.17,0.0
3367,TYGACIL ND,40,0,425.0,38.0,70748.77,70748.77,0.0
3368,TYMLOS  AB,4,0,591.24,316.0,897999.4099999999,884733.4299999999,13265.98
3369,TYRVAYA,4,0,20256.6,2202.0,1476498.2,1473145.1600000001,3353.04
3370,TYSABRI  N,4,0,420.053,446.0,3629138.2199999997,3343188.54,285949.68
3371,TYVASO  TR,6,0,19331.4,236.0,4729692.46,4619672.15,110020.31
3372,TYVASO DPI,23,0,188.0,186.0,3891374.1100000003,3891374.1100000003,0.0
3373,UBRELVY 10,54,0,131107.889,11876.0,12453424.530000001,12356553.879999999,96870.65
3374,UBRELVY 50,20,0,46124.0,4262.0,4366926.68,4345836.119999999,21090.56
3375,UCERIS REC,6,0,3306.2,41.0,38659.99,34964.649999999994,3695.34
3376,UDENYCA  P,4,0,251.45,389.0,1434442.12,1334997.41,99444.71
3377,ULORIC 40M,60,0,1336.0,37.0,10487.73,10487.73,0.0
3378,ULTANE  SE,16,0,1957.0,591.0,5942.389999999999,5942.389999999999,0.0
3379,ULTOMIRIS,5,0,2173.0,102.0,4326295.26,4042723.5700000003,283571.69
3380,ULTRA STRE,190,0,15951.0,182.0,2784.6099999999997,2784.6099999999997,0.0
3381,ULTRAMICRO,18,0,4320.0,85.0,20140.97,19305.17,835.8
3382,ULTRAVATE,4,0,1020.0,17.0,15789.42,15789.42,0.0
3383,UNASYN  AM,330,0,161.0,112.0,877.54,723.8199999999999,153.72
3384,UNITHROID,4,0,3969.0,68.0,980.98,980.98,0.0
3385,UPTRAVI  S,164,0,93327.0,1259.0,28746097.25,28142381.11,603716.1399999999
3386,URO-MP CAP,2,0,8418.0,168.0,16594.850000000002,16114.23,480.62
3387,URSODIOL 2,2,0,11008.0,120.0,6868.13,6839.66,28.47
3388,URSODIOL 3,4,0,312397.061,3947.0,233848.06,232327.74,1520.3200000000002
3389,URSODIOL 5,2,0,10303.0,115.0,9888.11,9888.11,0.0
3390,URSODIOL C,22,0,464503.999,5213.0,333103.19,331224.61,1878.58
3391,URSODIOL O,12,0,1416.666,23.0,1217.09,1217.09,0.0
3392,URSODIOL T,33,0,297814.03,2761.0,216731.36,211619.31,5112.05
3393,VABYSMO 6M,4,0,46.501,948.0,1577025.4500000002,1257155.48,319869.97000000003
3394,VAGIFEM 10,6,0,484.0,29.0,7582.91,6472.27,1110.64
3395,VALACYCLOV,2385,0,2270689.7,69767.0,1639413.65,1614181.8699999999,25231.78
3396,VALCHLOR 0,2,0,2580.0,30.0,230078.49,230078.49,0.0
3397,VALCYTE 45,22,0,22.0,17.0,2.52,2.52,0.0
3398,VALGANCICL,641,0,229655.32,2587.0,912101.1,883365.3500000001,28735.75
3399,VALPROATE,2,0,470.0,54.0,6961.01,1074.01,5887.0
3400,VALPROIC 2,2,0,13502.0,89.0,3951.2000000000003,3951.2000000000003,0.0
3401,VALPROIC A,461,0,11123887.443,19292.0,555436.61,549566.02,5870.59
3402,VALSARTAN,6818,0,2014733.0,33647.0,815611.61,812022.27,3589.34
3403,VALSARTAN/,90,0,125245.0,1830.0,49705.82,48997.5,708.32
3404,VALTOCO 10,4,0,6768.0,2661.0,2166276.75,2008904.29,157372.46000000002
3405,VALTOCO 15,8,0,4214.0,1641.0,1350770.05,1256321.23,94448.82
3406,VALTOCO 20,8,0,2302.0,875.0,735014.98,687861.72,47153.259999999995
3407,VALTOCO 5M,4,0,1668.0,576.0,533467.12,498327.96,35139.16
3408,VALTREX CA,16,0,2182.0,32.0,23053.71,20066.9,2986.81
3409,VALU-DRYL,68,0,21211.0,152.0,1941.8,1941.8,0.0
3410,VANCOCIN H,336,0,205052.0,629.0,322122.47000000003,15464.550000000001,306657.92
3411,VANCOMYCIN,5173,0,385442.14800000004,14826.0,2235031.17,1590495.7000000002,644535.47
3412,VANCOMYOCI,48,0,1501.0,14.0,5553.05,640.05,4913.0
3413,VANDAZOLE,140,0,38944.465,545.0,27913.89,26948.08,965.81
3414,VARENICLIN,674,0,883615.0,15547.0,5385347.51,5379367.140000001,5980.37
3415,VASCEPA 50,80,0,18870.0,122.0,32586.559999999998,32029.57,556.99
3416,VASCEPA OR,40,0,288683.0,1842.0,697994.4,675409.8200000001,22584.58
3417,VASOPRESSI,5,0,30.0,18.0,210.01,210.01,0.0
3418,VASOSTRICT,51,0,191.0,170.0,151046.6,4820.1,146226.5
3419,VECTIBIX,6,0,3584.5,189.0,790339.55,727944.14,62395.409999999996
3420,VEKLURY  R,8,0,899.4100000000001,640.0,422182.43000000005,324828.93000000005,97353.5
3421,VELCADE  B,4,0,271.318,345.0,228804.76,215782.9,13021.859999999999
3422,VELETRI EP,2,0,10093.0,197.0,465720.05,464760.05,960.0
3423,VELIVET TA,134,0,31335.374000000003,489.0,23229.16,23207.36,21.8
3424,VELPHORO,204,0,453776.0,2582.0,7458969.19,7420793.98,38175.21
3425,VELTASSA P,188,0,94175.2,2740.0,3087537.2800000003,3079493.3499999996,8043.93
3426,VEMLIDY 25,4,0,504675.0,13006.0,22193179.78,22128163.049999997,65016.729999999996
3427,VENCLEXTA,125,0,17436.0,210.0,2069512.7200000002,1993350.53,76162.19
3428,VENLAF HCL,6,0,14898.0,347.0,26378.25,26290.42,87.83
3429,VENLAFAX E,16,0,214600.0,4936.0,84208.66,83983.43000000001,225.23000000000002
3430,VENLAFAX H,6,0,10041.0,266.0,18688.14,18507.91,180.23000000000002
3431,VENLAFAXIN,7417,0,5697125.0,110997.0,2242960.92,2229271.6,13689.32
3432,VENLAXAFIN,270,0,433938.0,8666.0,131032.61,130158.4,874.21
3433,VENOFER,286,0,488495.25,136864.0,9766571.49,1236269.8,8530301.690000001
3434,VENOFER  I,164,0,54516.05,5071.0,638715.13,528835.92,109879.20999999999
3435,VENOFER 20,3,0,8155.35,798.0,97076.68,44971.55,52105.13
3436,VENOFER IR,32,0,1164.25,223.0,11999.05,11639.89,359.16
3437,VENTOLIN H,176,0,229065.0,12408.0,850387.56,821021.32,29366.24
3438,VERACLOZ,76,0,9852.0,65.0,83832.28,83832.28,0.0
3439,VERAPAMIL,418,0,687399.5,9401.0,444807.52,395781.3,49026.22
3440,VEREGEN  S,30,0,390.0,13.0,20387.32,20387.32,0.0
3441,VERQUVO 10,4,0,8220.0,179.0,170412.69,170412.69,0.0
3442,VERQUVO 2.,6,0,15345.0,373.0,321453.91000000003,320922.7,531.21
3443,VERQUVO 5,6,0,9248.0,226.0,191693.96000000002,191111.81,582.15
3444,VERZENIO,432,0,66630.0,1175.0,16982967.76,16972657.25,10310.51
3445,VESTURA 3,124,0,3700.564,43.0,1545.74,1545.74,0.0
3446,VIBERZI  E,240,0,30988.0,478.0,754532.49,751654.24,2878.25
3447,VICTOZA 6M,76,0,183622.0,18490.0,21674873.28,20538079.02,1136794.26
3448,VIDAZA  AZ,2,0,170.39,144.0,7815.200000000001,5496.040000000001,2319.16
3449,VIENVA,170,0,932861.09,9869.0,265967.44,265868.91,98.53
3450,VIENVA LEV,168,0,31036.46,369.0,8917.04,8917.04,0.0
3451,VIGABATRIN,218,0,80205.0,572.0,2703689.24,2440167.9800000004,263521.26
3452,VIGADRONE,100,0,56417.0,526.0,5271348.12,5077266.02,194082.1
3453,VIIBRYD 10,60,0,2433.0,59.0,18248.72,17879.42,369.3
3454,VIIBRYD 20,60,0,3768.0,98.0,32603.45,32378.23,225.22
3455,VIIBRYD 40,60,0,3721.0,124.0,29618.0,28502.879999999997,1115.12
3456,VIJOICE TA,336,0,4284.0,142.0,4964945.84,4752744.91,212200.93
3457,VILAZODO H,2,0,2381.0,64.0,11812.54,11018.53,794.01
3458,VILAZODONE,594,0,235727.0,6385.0,445282.29000000004,439384.89,5897.400000000001
3459,VILTEPSO 2,2,0,20295.0,75.0,5724142.199999999,5724142.199999999,0.0
3460,VIMIZIM,2,0,20155.0,76.0,5380796.51,5380796.51,0.0
3461,VIMPAT 100,190,0,58785.0,648.0,721453.6100000001,682170.73,39282.88
3462,VIMPAT 10M,144,0,419989.0,562.0,664890.02,606417.5900000001,58472.43
3463,VIMPAT 150,130,0,29103.0,332.0,388343.06,352493.56999999995,35849.49
3464,VIMPAT 200,190,0,78223.0,1082.0,1072943.87,1015368.3200000001,57575.55
3465,VIMPAT 50M,130,0,24566.0,309.0,204027.40000000002,188272.33000000002,15755.07
3466,VIMPAT INJ,67,0,530.0,25.0,8323.63,7054.63,1269.0
3467,VINBLASTIN,40,0,2844.0,273.0,106624.06,13931.76,92692.3
3468,VINCRISTIN,138,0,1641.0,905.0,120602.78,11725.349999999999,108877.43
3469,VINORELBIN,7,0,199.0,44.0,35120.82,3056.25,32064.57
3470,VIOKACE 10,20,0,12812.0,81.0,50126.82,45945.46,4181.36
3471,VIOKACE 20,20,0,16608.0,93.0,134820.16,102267.72,32552.44
3472,VIRACEPT 6,70,0,1560.0,13.0,15934.7,15934.7,0.0
3473,VIREAD,2,0,21325.0,377.0,673727.11,669353.3400000001,4373.77
3474,VIRT CAPS,20,0,2930.0,63.0,1212.08,1212.08,0.0
3475,VIRT-GARD,20,0,4580.0,135.0,3031.88,3031.88,0.0
3476,VIRT-PHOS,10,0,1734.0,17.0,529.75,529.75,0.0
3477,VISIPAQUE,305,0,211238.0,2615.0,64706.45,40980.01,23726.44
3478,VISUDYNE 1,15,0,8.0,13.0,12827.9,12827.9,0.0
3479,VITAFOL GU,180,0,4620.0,45.0,6897.67,6873.99,23.68
3480,VITAFOL UL,60,0,13050.0,345.0,57329.07,56772.53999999999,556.53
3481,VITAFOL-OB,54,0,2215.0,48.0,9610.91,9539.76,71.15
3482,VITAFOL-ON,60,0,2730.0,61.0,11674.82,11674.82,0.0
3483,VITAMIN K1,118,0,2602.067,869.0,244800.09999999998,230142.95,14657.15
3484,VITAMINS A,200,0,254523.0,4769.0,115398.19,115285.01999999999,113.16999999999999
3485,VIVELLE DO,294,0,1813.0,127.0,24637.37,24163.11,474.26000000000005
3486,VIVITROL,4,0,9904.015,9399.0,15149620.47,15077920.780000001,71699.69
3487,VOLNEA DES,170,0,69061.16,1018.0,24243.77,24217.510000000002,26.259999999999998
3488,VORICONAZO,246,0,70783.0,720.0,368220.39,357758.0,10462.39
3489,VOSEVI 400,2,0,1792.0,64.0,1595633.4500000002,1595633.4500000002,0.0
3490,VOTRIENT T,132,0,10612.0,103.0,1471800.6,1455971.45,15829.15
3491,VOXZOGO 0.,132,0,1590.0,39.0,1516702.73,1352256.65,164446.08
3492,VP-VITE RX,20,0,4315.0,81.0,1552.4,1552.4,0.0
3493,VPRIV  VEL,8,0,416.0,32.0,557836.49,557836.49,0.0
3494,VRAYLAR  C,256,0,585898.0,18307.0,25826764.22,25317382.36,509381.86
3495,VRAYLAR CA,80,0,12014.0,398.0,528984.8500000001,518713.79,10271.06
3496,VTAMA  TAP,2,0,71370.0,2002.0,3543907.8,3532173.0,11734.8
3497,VUITY 1.25,8,0,2650.0,906.0,85547.25,85443.15,104.1
3498,VUMERITY 2,6,0,90093.0,621.0,5892511.43,5850434.27,42077.16
3499,VYEPTI 100,153,0,512.0,59.0,203106.05000000002,180373.96,22732.09
3500,VYFEMLA  N,146,0,17987.102,259.0,9742.79,9742.79,0.0
3501,VYLIBRA,83,0,71326.024,310.0,30937.2,30647.42,289.78
3502,VYONDYS 53,4,0,5098.0,47.0,4078907.0,4078907.0,0.0
3503,VYVANSE 10,20,0,201159.0,5667.0,2421420.7800000003,2285492.0300000003,135928.75
3504,VYVANSE 20,20,0,355887.0,11157.0,4298661.32,4016556.04,282105.27999999997
3505,VYVANSE 30,20,0,500452.0,16172.0,6059134.09,5633046.72,426087.37
